index	#1 Label	#2 ImageID	#3 String	#3 String.1
2264	2	The image shows a man sitting on a stone ledge with a city skyline in the background. He is wearing a blue shirt and striped shorts, and he has a relaxed, content expression on his face. The sky is partly cloudy, suggesting a pleasant day.	RT @ rogerfederer : Supporting Basel today from New York City . Go @ FC $T$ go @ mchiudinelli33	Basel
2265	1	The image shows a person wearing a dark blue shirt and a black hat, standing against a plain background. The individual's face is obscured by a pixelated area, preventing identification. The person appears to be in a neutral or calm state, with no specific emotions or actions depicted.	RT @ WiredUK : $T$ creator Notch says his billions have made him miserable	Minecraft
2266	0	The image shows a person wearing a dark blue shirt and a black hat, standing against a plain background. The individual's face is obscured by a pixelated area, preventing identification. The person appears to be in a neutral or calm state, with no specific emotions or actions depicted.	RT @ WiredUK : Minecraft creator $T$ says his billions have made him miserable	Notch
2267	2	The image depicts a lively social gathering in a restaurant or bar. People are engaged in conversation, with some looking at a large screen displaying a smiling face. The atmosphere is casual and friendly, with individuals enjoying drinks and food. The setting is well-lit, and the group appears to be having a good time.	Weekend Pass pond hockey guys hanging @ ChampionsBoston $T$ is awesome . # SuperBowl	Erin
2268	1	The image shows two men walking near a white Isuzu bus. The man in the foreground is bald, wearing a black jacket and a blue shirt, and appears to be in a neutral or slightly concerned state. The man in the background has a beard, is wearing a plaid shirt, and seems to be looking ahead with a focused expression. The setting appears to be an urban area, possibly a bus stop or a street.	Prisoner Kaczynski Mentioned in $T$	Scottish Parliament
2269	1	"The image shows a group of men posing for a photo. They are all smiling and appear to be happy and proud, likely celebrating a victory or achievement. The men are wearing matching shirts with a red ""K"" design, and one of them is holding a trophy, indicating a recent win or accomplishment. The setting seems to be indoors, possibly in a building with a staircase in the background."	@ Crowdtap wins the $T$ bowling championship !	InSite
2270	1	The image shows two women seated closely together, both wearing glasses. The woman on the left has short, light-colored hair and is wearing a purple top. She appears to be listening intently, with a focused expression. The woman on the right has longer, wavy hair and is wearing a light-colored top. She also appears to be engaged in the conversation, with a slight smile on her face. The background is blurred, suggesting the setting is indoors, possibly in a formal or professional environment.	RT @ HuffPostPol : $T$ : Give Hillary Clinton a chance	Elizabeth Warren
2271	2	The image shows two women seated closely together, both wearing glasses. The woman on the left has short, light-colored hair and is wearing a purple top. She appears to be listening intently, with a focused expression. The woman on the right has longer, wavy hair and is wearing a light-colored top. She also appears to be engaged in the conversation, with a slight smile on her face. The background is blurred, suggesting the setting is indoors, possibly in a formal or professional environment.	RT @ HuffPostPol : Elizabeth Warren : Give $T$ a chance	Hillary Clinton
2272	1	The image depicts two naval ships sailing in the ocean. The larger ship, possibly a transport or supply vessel, is towing the smaller ship, which appears to be a frigate or destroyer. The scene conveys a sense of maritime cooperation and readiness, with the larger ship providing support or assistance to the smaller vessel. The calm waters and clear sky suggest a peaceful operation.	RT @ NavyRecognition : Joint Logistic Support Ship $T$ # Netherlands # Navy http :	# JSS Karel Doorman Commissioned Into Royal
2273	1	The image depicts two naval ships sailing in the ocean. The larger ship, possibly a transport or supply vessel, is towing the smaller ship, which appears to be a frigate or destroyer. The scene conveys a sense of maritime cooperation and readiness, with the larger ship providing support or assistance to the smaller vessel. The calm waters and clear sky suggest a peaceful operation.	RT @ NavyRecognition : Joint Logistic Support Ship # JSS Karel Doorman Commissioned Into Royal $T$ # Navy http :	# Netherlands
2274	0	The image captures the iconic Eiffel Tower and the Invalides dome in Paris, bathed in warm, golden light against a twilight sky. The cityscape below is a tapestry of illuminated buildings and streets, evoking a sense of grandeur, romance, and the timeless beauty of Paris at night.	RT @ Independent : BREAKING : A terror plot to attack churches has been foiled in $T$	Paris
2275	1	The image captures a bustling urban scene from a bygone era, with vintage cars and double-decker buses navigating the streets. The atmosphere is lively and busy, with people walking and interacting, suggesting a sense of community and movement. The old-fashioned advertisements and signs add a nostalgic charm, evoking a sense of history and the past.	RT @ oldpicsarchive : A vintage shot of $T$ .	Shaftesbury Avenue
2276	1	The image depicts a vibrant outdoor art fair with various posters and artworks displayed on a grid-like structure. The posters feature a mix of colorful and abstract designs, including a sunflower, a cityscape, and a sunset. The scene is lively, with people walking in the background, suggesting a bustling and engaging atmosphere. The bright sunlight and clear blue sky contribute to a cheerful and inviting mood.	At the $T$ # art walk right meow .	Naperville
2277	0	"The image depicts a protest with candles, each adorned with a sign that reads ""STOP THE EXECUTION."" The candles are arranged in a line, and a person is seen lighting one of them. The scene conveys a sense of solidarity and determination against the death penalty."	RT @ ABSCBNNews : $T$ to face firing squad sans blindfold , handcuffs	Mary Jane
2278	2	"The image is a collage celebrating a birthday, featuring various individuals in different settings. The central figure is a man in a brown suit, smiling warmly. Surrounding him are images of basketball players, a mascot, and other people in suits, all holding microphones. The text ""HAPPY BIRTHDAY!"" is prominently displayed in large, bold letters. The overall mood is celebratory and joyful."	RT @ NBAonTNT : Join us in wishing $T$ a Happy Birthday and continued well wishes !	Craig Sager
2279	1	The image is a poster detailing a study on Emergency and Essential Surgery and Anaesthesia (EESA) in Malawi. It highlights the country's ranking in the World Bank Human Development Index, its small size, and the challenges faced in providing healthcare. The poster outlines the methods used, results, and the conclusion that improving basic infrastructure and equipment is crucial for achieving universal healthcare coverage. The text is informative and aims to raise awareness about the importance of surgical care in developing countries.	Our # Lifebox poster at # ASiT2015 on emergency essential surgery in $T$ @ SaferSurgery # globalhealth	# Malawi
2280	2	The image is a collage of five photos featuring a woman in various outfits and poses. In the top left, she is wearing a white lace dress, looking confident and poised. In the top right, she is in a black dress with her arms raised, exuding excitement and triumph. In the bottom left, she is holding a microphone, appearing engaged and expressive. In the bottom center, she is smiling warmly, exuding happiness and approachability. In the bottom right, she is wearing a patterned dress, standing confidently with her hands on her hips, exuding self-assuredness and poise.	Thank you @ MissCO2013 $T$ for an outstanding year of service ! Meg crowns # MissCO2014 this weekend .	Meg Kardos
2281	2	The image is a collage of five photos featuring a woman in various outfits and poses. In the top left, she is wearing a white lace dress, looking confident and poised. In the top right, she is in a black dress with her arms raised, exuding excitement and triumph. In the bottom left, she is holding a microphone, appearing engaged and expressive. In the bottom center, she is smiling warmly, exuding happiness and approachability. In the bottom right, she is wearing a patterned dress, standing confidently with her hands on her hips, exuding self-assuredness and poise.	Thank you @ MissCO2013 Meg Kardos for an outstanding year of service ! $T$ crowns # MissCO2014 this weekend .	Meg
2282	1	The image displays a weather map highlighting wind chill temperatures across various cities in the Midwest and Great Lakes region. The map uses a color gradient to indicate temperature ranges, with darker shades representing colder temperatures. Key cities and their corresponding wind chill temperatures are listed, such as Superior at -74°F, Minneapolis at -52°F, and Chicago at -52°F. The map conveys a sense of cold and harsh winter conditions, with temperatures well below freezing and wind chill factors making it feel even colder.	RT @ Mark Baden : These are the coldest wind chills I have ever seen on our WI computer models . - 79 in $T$ .	Eau Claire
2283	1	In the image, two men are engaged in a conversation on a boat. One man, wearing a white cap, is seated and appears to be explaining something to the other man, who is gesturing with his hand. The boat has a motor and a red container, suggesting they might be discussing a mechanical or practical topic. The setting is serene, with calm water reflecting the surroundings, adding a peaceful atmosphere to the scene.	I can tell none of my children or grandchildren were in the $T$ , Pop noted while fixing his boat	Navy
2284	1	Two men are smiling and leaning on each other, exuding a sense of camaraderie and happiness. The man on the left is dressed in a suit, while the one on the right is in a casual yellow shirt, both appearing relaxed and content.	March 21 - 22 , 2015 - $T$ , TX ( Katy ) Manual Therapy Approach for Cervical Spine Pathology	Houston
2285	1	Two men are smiling and leaning on each other, exuding a sense of camaraderie and happiness. The man on the left is dressed in a suit, while the one on the right is in a casual yellow shirt, both appearing relaxed and content.	March 21 - 22 , 2015 - Houston , $T$ ( Katy ) Manual Therapy Approach for Cervical Spine Pathology	TX
2286	1	"The image displays a map with a storm report indicating a hail event in Nanuet, New York, at 6:40 PM EDT. The hail size is listed as 1.0"". The map shows various towns and cities, with a blue dot marking the location of the hail report. The surrounding areas are labeled with town names, and the map has a blue and white color scheme."	Quarter size hail reported in $T$ @ PIX11News	Nanuet
2287	1	The image captures a grand, historic building with intricate architectural details, set against a partly cloudy sky. The building's stone facade and numerous windows exude a sense of grandeur and timelessness. The surrounding landscape, with its neatly trimmed hedges and manicured lawns, adds to the serene and majestic atmosphere. The overall scene evokes a feeling of tranquility and admiration for historical architecture.	$T$ - Barnard Castle # CountyDurham	Bowes Museum
2288	1	The image captures a grand, historic building with intricate architectural details, set against a partly cloudy sky. The building's stone facade and numerous windows exude a sense of grandeur and timelessness. The surrounding landscape, with its neatly trimmed hedges and manicured lawns, adds to the serene and majestic atmosphere. The overall scene evokes a feeling of tranquility and admiration for historical architecture.	Bowes Museum - $T$ # CountyDurham	Barnard Castle
2289	1	In the image, a person wearing a high-visibility vest is standing in shallow water, interacting with a pod of stranded dolphins. The scene conveys a sense of urgency and concern, as the individual appears to be attempting to assist the dolphins. The water is calm, and the background features a distant shoreline with a few more dolphins visible, suggesting a large-scale event affecting the marine life.	RT @ SFGate : 140 whales have died after getting stranded on a $T$ beach	New Zealand
2290	2	The image shows two men smiling and posing for a photo in a crowded, dimly lit bar or restaurant. The man in the foreground is wearing a striped shirt, while the man in the background has a bandana wrapped around his head. Both appear to be enjoying themselves, with the man in the background slightly leaning forward, adding a playful element to the scene.	RT @ judgealexferrer : Work ' s done so I ' m relaxing with my buddy $T$ at his NY bar Mickey Spillane ' s in Hell ' s Kitchen . Good times . http	Richie
2291	1	The image shows two men smiling and posing for a photo in a crowded, dimly lit bar or restaurant. The man in the foreground is wearing a striped shirt, while the man in the background has a bandana wrapped around his head. Both appear to be enjoying themselves, with the man in the background slightly leaning forward, adding a playful element to the scene.	RT @ judgealexferrer : Work ' s done so I ' m relaxing with my buddy Richie at his $T$ bar Mickey Spillane ' s in Hell ' s Kitchen . Good times . http	NY
2292	1	The image shows two men smiling and posing for a photo in a crowded, dimly lit bar or restaurant. The man in the foreground is wearing a striped shirt, while the man in the background has a bandana wrapped around his head. Both appear to be enjoying themselves, with the man in the background slightly leaning forward, adding a playful element to the scene.	RT @ judgealexferrer : Work ' s done so I ' m relaxing with my buddy Richie at his NY bar $T$ ' s in Hell ' s Kitchen . Good times . http	Mickey Spillane
2293	1	The image captures a lively scene from the 2015 MTV Video Music Awards. A person is raising their fist in the air, symbolizing celebration or solidarity. Another individual is clapping, expressing excitement or approval. The background shows a crowd of people, some with raised hands, indicating a shared moment of joy or support. The overall atmosphere is one of enthusiasm and celebration.	RT @ RelatableQuote : This is the only person who fully understood what $T$ was talking about	Kanye
2294	0	The image features Oprah Winfrey in a vibrant red dress, gesturing with a microphone in her hand. The text overlay emphasizes the message that anyone can be a referee, suggesting a theme of empowerment and inclusivity. The background appears to be a studio setting, with a blurred audience in the foreground.	RT @ FootballJester : How $T$ picked their officials for the # WorldCup	FIFA
2295	0	The image depicts a close-up view of a blue surface with a white, slightly textured area in the center. The blue surface appears to be a part of a larger object, possibly a piece of furniture or a wall. The white area seems to be a reflection or a light source, creating a contrast with the blue background. The overall mood of the image is calm and serene, with a sense of simplicity and minimalism.	Mies towers , $T$ Center , Dirty sunroof # Chicago	Hancock
2296	1	The image depicts a close-up view of a blue surface with a white, slightly textured area in the center. The blue surface appears to be a part of a larger object, possibly a piece of furniture or a wall. The white area seems to be a reflection or a light source, creating a contrast with the blue background. The overall mood of the image is calm and serene, with a sense of simplicity and minimalism.	Mies towers , Hancock Center , Dirty sunroof $T$	# Chicago
2297	2	The image shows a group of five people, likely a family, standing together in a grand, ornate building, possibly a church or cathedral. They are dressed formally, with the men in suits and the woman in a dress. The expressions on their faces range from smiles to neutral, suggesting a moment of celebration or formal gathering. The setting is grand and majestic, with intricate architectural details and statues in the background.	@ jdhallky I am hoping for a man named Father $T$ .	Christopher Sahd
2298	0	"The image depicts a bowl of ramen with a variety of toppings, including a boiled egg, seaweed, and a slice of onion. The text suggests adding more green onions and minced garlic, as well as a ""gun,"" which is likely a playful reference to a spicy condiment. The overall scene conveys a sense of excitement and anticipation for enjoying the meal."	RT @ Lewd Imouto : So , this is how people cooks in $T$ ?	america
2299	0	The image shows two men engaged in a conversation. The man on the left, with short, light-colored hair, appears focused and attentive. The man on the right, bald with a serious expression, is speaking and seems to be making a point. Both are dressed formally, suggesting a professional or formal setting.	RT @ thehill : $T$ has now lasted 469 days , spent 4 million :	Benghazi Committee
2300	2	The image captures a lively social gathering with a group of people, likely at a party or celebration. The central figure, a man in a light-colored shirt, is clapping energetically, suggesting excitement or encouragement. Surrounding him, the crowd appears engaged and happy, with some individuals clapping along or smiling. The setting seems to be indoors, with dim lighting and a festive atmosphere. The presence of a smartphone being held up indicates that the moment is being documented, adding to the sense of a special occasion.	RT @ 94sidiot : $T$ has THE BEST FRIENDS EVER # NiallAppreciationDay	Niall
2301	1	The image shows a person sitting at a wooden table, wearing a black jacket with a white hood and a white scarf. They are holding a piece of paper with writing on it. The person appears to be focused and engaged, possibly reading or writing. The setting seems to be outdoors, with a building and trees in the background. The person's hands are neatly manicured with dark nail polish, adding a touch of style to the scene.	When you try to do a project about a blizzard in $T$	Florida
2302	2	The image depicts a busy airport scene with a Delta airplane parked at a gate. Passengers are boarding the plane, and airport staff are present, ensuring the process runs smoothly. The sky is partly cloudy, suggesting a typical day at the airport. The atmosphere is one of routine and efficiency, with everyone focused on their tasks.	RT @ GamecockMBB : $T$ Opener at Florida tomorrow ! Here we go ! # Gamecocks	SEC
2303	1	The image depicts a busy airport scene with a Delta airplane parked at a gate. Passengers are boarding the plane, and airport staff are present, ensuring the process runs smoothly. The sky is partly cloudy, suggesting a typical day at the airport. The atmosphere is one of routine and efficiency, with everyone focused on their tasks.	RT @ GamecockMBB : SEC Opener at $T$ tomorrow ! Here we go ! # Gamecocks	Florida
2304	2	The image depicts a well-organized cigar display with various types of cigars neatly arranged on shelves. The shelves are filled with boxes of cigars, each with distinct packaging, suggesting a variety of brands and types. The setting appears to be a store or a showroom, with a clean and organized atmosphere. The lighting is bright, highlighting the cigars and their packaging, which gives a sense of luxury and attention to detail. The overall mood is one of sophistication and high quality, inviting customers to explore and appreciate the selection of cigars.	Fantastic assortment in new cigar shop $T$ , Macedonia	Skopje
2305	2	The image depicts a well-organized cigar display with various types of cigars neatly arranged on shelves. The shelves are filled with boxes of cigars, each with distinct packaging, suggesting a variety of brands and types. The setting appears to be a store or a showroom, with a clean and organized atmosphere. The lighting is bright, highlighting the cigars and their packaging, which gives a sense of luxury and attention to detail. The overall mood is one of sophistication and high quality, inviting customers to explore and appreciate the selection of cigars.	Fantastic assortment in new cigar shop Skopje , $T$	Macedonia
2306	2	The image captures a serene night scene at a dock. The wooden pier stretches into the calm waters, reflecting the soft, warm glow of the nearby buildings. The sky is a deep blue, dotted with stars, creating a peaceful and tranquil atmosphere. The lights from the houses and boats add a sense of warmth and coziness to the scene.	This is $T$ in Sidney , Australia . Photography by Michael Domaradzki # BeautifulPlaces # Travel	Parsley Bay
2307	1	The image captures a serene night scene at a dock. The wooden pier stretches into the calm waters, reflecting the soft, warm glow of the nearby buildings. The sky is a deep blue, dotted with stars, creating a peaceful and tranquil atmosphere. The lights from the houses and boats add a sense of warmth and coziness to the scene.	This is Parsley Bay in $T$ , Australia . Photography by Michael Domaradzki # BeautifulPlaces # Travel	Sidney
2308	1	The image captures a serene night scene at a dock. The wooden pier stretches into the calm waters, reflecting the soft, warm glow of the nearby buildings. The sky is a deep blue, dotted with stars, creating a peaceful and tranquil atmosphere. The lights from the houses and boats add a sense of warmth and coziness to the scene.	This is Parsley Bay in Sidney , $T$ . Photography by Michael Domaradzki # BeautifulPlaces # Travel	Australia
2309	1	The image captures a serene night scene at a dock. The wooden pier stretches into the calm waters, reflecting the soft, warm glow of the nearby buildings. The sky is a deep blue, dotted with stars, creating a peaceful and tranquil atmosphere. The lights from the houses and boats add a sense of warmth and coziness to the scene.	This is Parsley Bay in Sidney , Australia . Photography by $T$ # BeautifulPlaces # Travel	Michael Domaradzki
2310	1	"The image features the iconic Oscars logo, characterized by its elegant, serif font and a gold color scheme. The word ""OSCARS"" is prominently displayed, with the letter ""O"" stylized to resemble an Oscar statuette. The logo conveys a sense of prestige, recognition, and celebration associated with the Academy Awards ceremony."	RT @ FastCoDesign : Why the $T$ logo got a makeover :	Oscar
2311	1	The image shows four men smiling and posing together. The man in the center is wearing a cap and a backpack, while the others are wearing dark shirts. The expressions are cheerful and friendly, suggesting a positive and relaxed atmosphere.	With @ stormfitnesspt in $T$ curing Plantar on # Stoptober . . .	Newcastle
2312	1	The image shows four men smiling and posing together. The man in the center is wearing a cap and a backpack, while the others are wearing dark shirts. The expressions are cheerful and friendly, suggesting a positive and relaxed atmosphere.	With @ stormfitnesspt in Newcastle curing $T$ on # Stoptober . . .	Plantar
2313	2	The image shows four men smiling and posing together. The man in the center is wearing a cap and a backpack, while the others are wearing dark shirts. The expressions are cheerful and friendly, suggesting a positive and relaxed atmosphere.	With @ stormfitnesspt in Newcastle curing Plantar on $T$ . . .	# Stoptober
2314	1	The image shows a person on a ladder painting a green wall. The individual appears focused and determined, with a slight smile on their face, indicating a sense of accomplishment and satisfaction. The clear blue sky suggests a pleasant day, adding to the overall positive and productive atmosphere.	Spring into home improvement . ( Brought to you by $T$ ' s )	Lowe
2315	0	The image captures a vibrant cityscape with a long, blue water slide running through the center. The scene is lively, with people gathered along the slide and in the surrounding areas, enjoying the sunny day. The buildings and greenery add a sense of urban tranquility and natural beauty.	RT @ kodaboi 757 : THIS IS COMING TO $T$ ! ! ! ! ! WTF	VIRGINIA BEACH
2316	1	"The image is a promotional poster for a ticker tape parade. The text is bold and gold, with a black background, creating a striking contrast. The words ""TICKER TAPE PARADE"" are prominently displayed, followed by the date ""FRIDAY - 11 AM"" and the location ""THE CANYON OF HEROES (BROADWAY BETWEEN THE BATTERY AND CITY HALL)."" The design is simple yet effective, conveying the excitement and importance of the event."	RT @ ussoccer wnt : Its happening ! Ticker Tape Parade down $T$ in NY , Friday at 11am - More Info http	The Canyon of Heroes
2317	1	"The image is a promotional poster for a ticker tape parade. The text is bold and gold, with a black background, creating a striking contrast. The words ""TICKER TAPE PARADE"" are prominently displayed, followed by the date ""FRIDAY - 11 AM"" and the location ""THE CANYON OF HEROES (BROADWAY BETWEEN THE BATTERY AND CITY HALL)."" The design is simple yet effective, conveying the excitement and importance of the event."	RT @ ussoccer wnt : Its happening ! Ticker Tape Parade down The Canyon of Heroes in $T$ , Friday at 11am - More Info http	NY
2318	1	The image captures a person joyfully riding a bicycle on an icy surface, likely an outdoor rink. The individual appears to be having a fun and exhilarating time, with a broad smile and an animated expression. The surrounding environment is serene and wintery, with other people in the background enjoying the cold weather. The overall atmosphere conveys excitement, adventure, and the simple pleasure of winter activities.	Ice bikes gain traction in bitterly cold $T$ , New York	Buffalo
2319	1	The image captures a person joyfully riding a bicycle on an icy surface, likely an outdoor rink. The individual appears to be having a fun and exhilarating time, with a broad smile and an animated expression. The surrounding environment is serene and wintery, with other people in the background enjoying the cold weather. The overall atmosphere conveys excitement, adventure, and the simple pleasure of winter activities.	Ice bikes gain traction in bitterly cold Buffalo , $T$	New York
2320	0	"The image is a collage of four panels featuring characters from a TV show or movie. The top left panel shows a character with a distressed expression, touching their forehead. The top right panel shows a character with a concerned look, saying, ""There's a stop sign half a mile ahead."" The bottom left panel shows a character with a determined look, saying, ""So I take out the tires with my claws?"" The bottom right panel shows a character with a frustrated expression, saying, ""Teeth, claws, heat vision, whatever! Just stop it!"""	RT @ TeenWolfTalk : $T$ I think you have the wrong show # ThisIsntSmallville	Garrett
2321	2	The image shows a person with curly hair, looking to the side with a serious expression. The lighting is dim, casting shadows on the face, which adds a dramatic and intense atmosphere to the scene.	RT @ DepressedDarth : $T$ Fans right now # BrazilvsGermany	Brazil
2322	1	The image depicts a scene with two individuals. One person is lying down, appearing relaxed or possibly unconscious, while the other stands beside them, seemingly engaged in conversation or care. The setting is dimly lit, creating a somber or intimate atmosphere. The expressions and body language suggest a moment of concern or support.	# tbt to the original 1998 $T$ Broadway production of Violet - the latest Off Broadway musical to bow on Broadway .	Off
2323	1	The image depicts a scene with two individuals. One person is lying down, appearing relaxed or possibly unconscious, while the other stands beside them, seemingly engaged in conversation or care. The setting is dimly lit, creating a somber or intimate atmosphere. The expressions and body language suggest a moment of concern or support.	# tbt to the original 1998 Off $T$ production of Violet - the latest Off Broadway musical to bow on Broadway .	Broadway
2324	1	The image depicts a scene with two individuals. One person is lying down, appearing relaxed or possibly unconscious, while the other stands beside them, seemingly engaged in conversation or care. The setting is dimly lit, creating a somber or intimate atmosphere. The expressions and body language suggest a moment of concern or support.	# tbt to the original 1998 Off Broadway production of Violet - the latest $T$ Broadway musical to bow on Broadway .	Off
2325	1	The image depicts a scene with two individuals. One person is lying down, appearing relaxed or possibly unconscious, while the other stands beside them, seemingly engaged in conversation or care. The setting is dimly lit, creating a somber or intimate atmosphere. The expressions and body language suggest a moment of concern or support.	# tbt to the original 1998 Off Broadway production of Violet - the latest Off $T$ musical to bow on Broadway .	Broadway
2326	1	The image depicts a scene with two individuals. One person is lying down, appearing relaxed or possibly unconscious, while the other stands beside them, seemingly engaged in conversation or care. The setting is dimly lit, creating a somber or intimate atmosphere. The expressions and body language suggest a moment of concern or support.	# tbt to the original 1998 Off Broadway production of Violet - the latest Off Broadway musical to bow on $T$ .	Broadway
2327	1	The image showcases a classic black muscle car parked on a paved surface with a grassy background. The car's sleek design and shiny exterior evoke a sense of nostalgia and excitement, while the serene outdoor setting adds a calm and peaceful atmosphere.	RT @ BestOldtimers : 1967 $T$	Shelby Mustang GT500
2328	1	The image depicts a large Buddha statue carved into a cliff face, bathed in a soft, golden light. The statue stands majestically, its serene expression and flowing robes evoking a sense of calm and reverence. The surrounding rocky terrain and the presence of a few people at the base add a sense of scale and human connection to the grandeur of the statue.	RT @ stevesilberman : The demolished $T$ rise again as 3D light projections .	Buddhas of Bamiyan
2329	2	"The image depicts the word ""DREAMERS"" floating on a body of water at night, with colorful reflections of lights. The scene evokes a sense of tranquility and contemplation, as the calm water and the serene lighting create a peaceful atmosphere. The word ""DREAMERS"" suggests a theme of aspiration and imagination, adding a layer of inspiration and motivation to the overall mood."	Celebration in $T$ !	Las Vegas
2330	1	"The image depicts a dramatic scene from a science fiction movie, featuring a menacing figure in a dark, futuristic setting. The figure, likely a villain, stands in the foreground with a menacing expression, while another character in a hooded cloak stands in the background. The text ""NOOOOOOOOOOOOOO"" is overlaid, conveying a sense of shock or despair. The overall atmosphere is intense and ominous."	RT @ DepressedDarth : $T$ fans right now # NEDvsMEX	Mexico
2331	1	The image shows a person's wrist wearing a black Bell & Ross watch and a stack of silver bracelets. The watch has a dark face with white markings and hands, and the bracelets feature small charms. The scene conveys a sense of casual elegance and personal style.	$T$ # illtakeit	Bell and Ross
2332	1	The image depicts a serene and majestic cave entrance leading to a tranquil, turquoise lake. The natural archway frames the scene, creating a sense of wonder and exploration. The calm water reflects the soft, natural light, enhancing the peaceful and otherworldly atmosphere. The greenery around the cave entrance adds a touch of freshness and vitality to the scene.	$T$ @ Kefalonia , Greece via @ thefancy	Melissani Cave
2333	1	The image depicts a serene and majestic cave entrance leading to a tranquil, turquoise lake. The natural archway frames the scene, creating a sense of wonder and exploration. The calm water reflects the soft, natural light, enhancing the peaceful and otherworldly atmosphere. The greenery around the cave entrance adds a touch of freshness and vitality to the scene.	Melissani Cave @ Kefalonia , $T$ via @ thefancy	Greece
2334	0	The image depicts a futuristic device with a sleek, black design featuring a circular speaker, several buttons, and a small screen. The device appears to be a high-tech gadget, possibly a communication device or a control panel, evoking a sense of advanced technology and innovation.	RT @ Gizmodo : This $T$ communicator is bad news for my friends :	Bluetooth Star Trek
2335	1	The image captures a tender moment between two individuals. One person is gently wrapping their arms around the other, who is leaning in close. The person being hugged has their eyes closed, conveying a sense of trust and affection. The background features a colorful, vibrant setting with a mix of blue and purple hues, adding to the warm and intimate atmosphere. The text on the image suggests encouragement and support, emphasizing the emotional connection between the two individuals.	RT @ SMTownEngSub : ENG SUB HD 150610 $T$ - Minho Kiss Cuts	MBC Radio Star
2336	1	The image captures a tender moment between two individuals. One person is gently wrapping their arms around the other, who is leaning in close. The person being hugged has their eyes closed, conveying a sense of trust and affection. The background features a colorful, vibrant setting with a mix of blue and purple hues, adding to the warm and intimate atmosphere. The text on the image suggests encouragement and support, emphasizing the emotional connection between the two individuals.	RT @ SMTownEngSub : ENG SUB HD 150610 MBC Radio Star - $T$ Kiss Cuts	Minho
2337	2	The image depicts a menacing-looking creature with dark, spiky hair, glowing yellow eyes, and sharp teeth. The creature's expression conveys a sense of aggression and danger, with furrowed brows and a snarling mouth. The background is dark and stormy, enhancing the ominous atmosphere.	This should be amusing . $T$ is eating a Carolina Reaper pepper on twitch while . . .	Nicholas Grugin
2338	2	The image depicts a menacing-looking creature with dark, spiky hair, glowing yellow eyes, and sharp teeth. The creature's expression conveys a sense of aggression and danger, with furrowed brows and a snarling mouth. The background is dark and stormy, enhancing the ominous atmosphere.	This should be amusing . Nicholas Grugin is eating a $T$ pepper on twitch while . . .	Carolina Reaper
2339	2	The image depicts a menacing-looking creature with dark, spiky hair, glowing yellow eyes, and sharp teeth. The creature's expression conveys a sense of aggression and danger, with furrowed brows and a snarling mouth. The background is dark and stormy, enhancing the ominous atmosphere.	This should be amusing . Nicholas Grugin is eating a Carolina Reaper pepper on $T$ while . . .	twitch
2340	1	The image shows a group of people standing together outdoors, possibly after a group activity or event. The expressions range from smiles to neutral, indicating a positive and relaxed atmosphere. The group appears to be diverse in age and gender, suggesting a community or team setting. The background features a large, ornate building, which adds a formal or institutional context to the scene.	Our amazing # elcoutreach team went out to $T$ to feed the homeless today ! THANK YOU FOR SERVING !	South Dallas
2341	1	The image captures two cyclists riding on a modern, geometrically designed bridge. The man and woman are focused on their ride, with the man looking ahead and the woman glancing to her side. The bridge's structure, with its white, interconnected arches, creates a sense of openness and movement. The bright yellow path underfoot adds a vibrant contrast to the scene, enhancing the overall sense of energy and activity.	RT @ BicycleDutch : Opened last Wednesday . A beautiful new cycle bridge between $T$ and Rhoon .	Rotterdam
2342	1	The image captures two cyclists riding on a modern, geometrically designed bridge. The man and woman are focused on their ride, with the man looking ahead and the woman glancing to her side. The bridge's structure, with its white, interconnected arches, creates a sense of openness and movement. The bright yellow path underfoot adds a vibrant contrast to the scene, enhancing the overall sense of energy and activity.	RT @ BicycleDutch : Opened last Wednesday . A beautiful new cycle bridge between Rotterdam and $T$ .	Rhoon
2343	2	The image depicts a fluffy, light-colored dog resting on a couch. The dog appears relaxed and content, with its head resting on a cushion. The setting is cozy and comfortable, evoking feelings of warmth and tranquility. The dog's closed eyes and peaceful expression suggest it is enjoying a restful moment.	Good Boy status : $T$ is a Good Boy	Jeff
2344	2	The image shows a disposable coffee cup with a playful design featuring a large, exaggerated smile. The smile is drawn in a bold, black line, giving the cup a cheerful and whimsical appearance. The cup is placed on a wooden surface, and the background includes a patterned wall, adding a cozy and homey feel to the scene. The overall mood conveyed by the image is light-hearted and joyful.	Good Morning from $T$ , NY ! Today will be all that you make it to be . Live Intentionally ! Live Mindfully ! # quotes	Buffalo
2345	2	The image shows a disposable coffee cup with a playful design featuring a large, exaggerated smile. The smile is drawn in a bold, black line, giving the cup a cheerful and whimsical appearance. The cup is placed on a wooden surface, and the background includes a patterned wall, adding a cozy and homey feel to the scene. The overall mood conveyed by the image is light-hearted and joyful.	Good Morning from Buffalo , $T$ ! Today will be all that you make it to be . Live Intentionally ! Live Mindfully ! # quotes	NY
